         7076151 function calls (6986028 primitive calls) in 66.852 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _b_s_l_n.py:5(table__b_s_l_n)
        1    0.000    0.000    0.103    0.103 _backend_pdf_ps.py:1(<module>)
       28    0.000    0.000    0.706    0.025 _backend_pdf_ps.py:102(get_text_width_height_descent)
       26    0.000    0.000    0.019    0.001 _backend_pdf_ps.py:142(_get_font_ttf)
        1    0.000    0.000    0.000    0.000 _backend_pdf_ps.py:55(CharacterTracker)
        1    0.000    0.000    0.000    0.000 _backend_pdf_ps.py:63(__init__)
        6    0.000    0.000    0.000    0.000 _backend_pdf_ps.py:66(track)
       32    0.000    0.000    0.000    0.000 _backend_pdf_ps.py:70(track_glyph)
        1    0.000    0.000    0.000    0.000 _backend_pdf_ps.py:75(RendererPDFPSBase)
        1    0.000    0.000    0.000    0.000 _backend_pdf_ps.py:80(__init__)
       14    0.000    0.000    0.000    0.000 _backend_pdf_ps.py:85(flipy)
        2    0.000    0.000    0.000    0.000 _backend_pdf_ps.py:93(option_image_nocomposite)
       14    0.000    0.000    0.000    0.000 _backend_pdf_ps.py:98(get_canvas_width_height)
        4    0.000    0.000    0.000    0.000 _base.py:1004(get_position)
        5    0.000    0.000    0.000    0.000 _base.py:1056(_set_position)
        4    0.000    0.000    0.000    0.000 _base.py:1094(get_axes_locator)
        4    0.000    0.000    0.000    0.000 _base.py:1100(_set_artist_props)
        1    0.000    0.000    0.000    0.000 _base.py:1110(_gen_axes_patch)
        1    0.000    0.000    0.001    0.001 _base.py:1127(_gen_axes_spines)
        5    0.000    0.000    0.001    0.000 _base.py:1142(<genexpr>)
        1    0.000    0.000    0.019    0.019 _base.py:1183(cla)
        1    0.000    0.000    0.000    0.000 _base.py:1498(_set_title_offset_trans)
        4    0.000    0.000    0.000    0.000 _base.py:1584(get_aspect)
        1    0.000    0.000    0.000    0.000 _base.py:1740(set_box_aspect)
        4    0.000    0.000    0.000    0.000 _base.py:1852(apply_aspect)
        1    0.000    0.000    0.000    0.000 _base.py:2175(_deprecate_noninstance)
        2    0.000    0.000    0.000    0.000 _base.py:223(__init__)
        1    0.000    0.000    0.001    0.001 _base.py:2279(add_line)
        1    0.000    0.000    0.001    0.001 _base.py:2307(_update_line_limits)
        2    0.000    0.000    0.000    0.000 _base.py:236(set_prop_cycle)
        2    0.000    0.000    0.001    0.001 _base.py:242(__call__)
        2    0.000    0.000    0.000    0.000 _base.py:2422(_unit_change_handler)
        6    0.000    0.000    0.000    0.000 _base.py:2487(_process_unit_info)
        1    0.000    0.000    0.000    0.000 _base.py:254(<listcomp>)
        6    0.000    0.000    0.000    0.000 _base.py:2544(<listcomp>)
        2    0.000    0.000    0.000    0.000 _base.py:2600(use_sticky_edges)
        2    0.000    0.000    0.002    0.001 _base.py:2806(autoscale_view)
        1    0.000    0.000    0.000    0.000 _base.py:2856(<listcomp>)
        2    0.000    0.000    0.000    0.000 _base.py:2862(<listcomp>)
        4    0.000    0.000    0.002    0.000 _base.py:2872(handle_single_axis)
       19    0.000    0.000    0.000    0.000 _base.py:2944(_get_axis_list)
       57    0.000    0.000    0.000    0.000 _base.py:2945(<genexpr>)
       11    0.000    0.000    0.000    0.000 _base.py:2947(_get_axis_map)
        2    0.000    0.000    0.002    0.001 _base.py:2960(_update_title_position)
        8    0.000    0.000    0.000    0.000 _base.py:3015(<genexpr>)
        2    0.000    0.000    1.363    0.682 _base.py:3022(draw)
        1    0.000    0.000    0.000    0.000 _base.py:3062(<listcomp>)
        1    0.000    0.000    0.000    0.000 _base.py:3159(set_axisbelow)
        2    0.000    0.000    0.009    0.005 _base.py:3195(grid)
        1    0.000    0.000    0.000    0.000 _base.py:320(_getdefaults)
        2    0.000    0.000    0.000    0.000 _base.py:328(<genexpr>)
        2    0.000    0.000    0.001    0.001 _base.py:3358(tick_params)
        1    0.000    0.000    0.000    0.000 _base.py:338(_setdefaults)
        1    0.000    0.000    0.000    0.000 _base.py:3446(set_axis_on)
        1    0.000    0.000    0.000    0.000 _base.py:347(_makeline)
        3    0.000    0.000    0.000    0.000 _base.py:3529(get_xbound)
        1    0.000    0.000    0.000    0.000 _base.py:3545(set_xbound)
        3    0.000    0.000    0.000    0.000 _base.py:3577(get_xlim)
       10    0.000    0.000    0.000    0.000 _base.py:3600(_validate_converted_limits)
        2    0.000    0.000    0.001    0.000 _base.py:3617(set_xlim)
        2    0.000    0.000    0.000    0.000 _base.py:3877(get_ybound)
        2    0.000    0.000    0.000    0.000 _base.py:3893(set_ybound)
        2    0.000    0.000    0.000    0.000 _base.py:3925(get_ylim)
        3    0.000    0.000    0.000    0.000 _base.py:3948(set_ylim)
        1    0.000    0.000    0.001    0.001 _base.py:406(_plot_args)
        1    0.000    0.000    0.001    0.001 _base.py:4087(set_yscale)
        1    0.000    0.000    0.000    0.000 _base.py:4215(set_navigate)
        1    0.000    0.000    0.000    0.000 _base.py:4231(set_navigate_mode)
        7    0.000    0.000    0.000    0.000 _base.py:4517(get_children)
        2    0.000    0.000    0.000    0.000 _base.py:458(<genexpr>)
        1    0.000    0.000    0.000    0.000 _base.py:4760(get_shared_y_axes)
        2    0.000    0.000    0.000    0.000 _base.py:531(<genexpr>)
        1    0.000    0.000    0.000    0.000 _base.py:538(<listcomp>)
        1    0.000    0.000    0.045    0.045 _base.py:553(__init__)
        1    0.000    0.000    0.000    0.000 _base.py:611(<dictcomp>)
        6    0.000    0.000    0.000    0.000 _base.py:725(get_window_extent)
       13    0.000    0.000    0.000    0.000 _base.py:74(wrapper)
        1    0.000    0.000    0.022    0.022 _base.py:742(_init_axis)
        1    0.000    0.000    0.000    0.000 _base.py:752(set_figure)
    90/86    0.000    0.000    0.003    0.000 _base.py:766(_unstale_viewLim)
       90    0.000    0.000    0.002    0.000 _base.py:769(<dictcomp>)
      360    0.000    0.000    0.000    0.000 _base.py:770(<genexpr>)
        1    0.000    0.000    0.000    0.000 _base.py:777(<dictcomp>)
       88    0.000    0.000    0.002    0.000 _base.py:780(viewLim)
        1    0.000    0.000    0.000    0.000 _base.py:787(_request_autoscale_view)
        1    0.000    0.000    0.000    0.000 _base.py:789(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _base.py:804(_set_lim_and_transforms)
    83/45    0.000    0.000    0.000    0.000 _base.py:840(get_xaxis_transform)
        9    0.000    0.000    0.000    0.000 _base.py:864(get_xaxis_text1_transform)
        9    0.000    0.000    0.000    0.000 _base.py:890(get_xaxis_text2_transform)
  974/540    0.001    0.000    0.005    0.000 _base.py:916(get_yaxis_transform)
      108    0.001    0.000    0.004    0.000 _base.py:940(get_yaxis_text1_transform)
      108    0.001    0.000    0.004    0.000 _base.py:966(get_yaxis_text2_transform)
        3    0.000    0.000    0.000    0.000 _base.py:992(_update_transScale)
        2    0.000    0.000    0.000    0.000 _builtins.py:128(_get_builtin_table)
        2    0.000    0.000    0.000    0.000 _builtins.py:158(_register_builtin)
        1    0.000    0.000    0.001    0.001 _c_m_a_p.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _c_m_a_p.py:1045(cmap_format_12)
        1    0.000    0.000    0.000    0.000 _c_m_a_p.py:1059(cmap_format_13)
        1    0.000    0.000    0.000    0.000 _c_m_a_p.py:1084(cmap_format_14)
        1    0.000    0.000    0.000    0.000 _c_m_a_p.py:1260(cmap_format_unknown)
        1    0.000    0.000    0.000    0.000 _c_m_a_p.py:147(CmapSubtable)
        1    0.000    0.000    0.000    0.000 _c_m_a_p.py:243(cmap_format_0)
        1    0.000    0.000    0.000    0.000 _c_m_a_p.py:288(SubHeader)
        1    0.000    0.000    0.000    0.000 _c_m_a_p.py:296(cmap_format_2)
        1    0.000    0.000    0.000    0.000 _c_m_a_p.py:30(table__c_m_a_p)
        1    0.000    0.000    0.000    0.000 _c_m_a_p.py:680(cmap_format_4)
        1    0.000    0.000    0.000    0.000 _c_m_a_p.py:851(cmap_format_6)
        1    0.000    0.000    0.000    0.000 _c_m_a_p.py:911(cmap_format_12_or_13)
        5    0.000    0.000    0.000    0.000 _collections_abc.py:283(__subclasshook__)
       17    0.000    0.000    0.000    0.000 _collections_abc.py:315(__subclasshook__)
        5    0.000    0.000    0.000    0.000 _collections_abc.py:362(__subclasshook__)
        6    0.000    0.000    0.000    0.000 _collections_abc.py:381(__subclasshook__)
       57    0.000    0.000    0.000    0.000 _collections_abc.py:409(__subclasshook__)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:561(__subclasshook__)
       18    0.000    0.000    0.000    0.000 _collections_abc.py:78(_check_methods)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:816(get)
        8    0.000    0.000    0.000    0.000 _collections_abc.py:823(__contains__)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:835(items)
        7    0.000    0.000    0.000    0.000 _collections_abc.py:839(values)
        8    0.000    0.000    0.000    0.000 _collections_abc.py:857(__init__)
        7    0.000    0.000    0.000    0.000 _collections_abc.py:860(__len__)
        5    0.000    0.000    0.000    0.000 _collections_abc.py:904(__iter__)
       35    0.000    0.000    0.000    0.000 _collections_abc.py:923(__iter__)
       11    0.000    0.000    0.000    0.000 _collections_abc.py:978(clear)
        1    0.000    0.000    0.000    0.000 _f_v_a_r.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _f_v_a_r.py:112(Axis)
        1    0.000    0.000    0.000    0.000 _f_v_a_r.py:163(NamedInstance)
        1    0.000    0.000    0.000    0.000 _f_v_a_r.py:45(table__f_v_a_r)
        1    0.000    0.000    0.000    0.000 _formlayout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _formlayout.py:105(ColorLayout)
        1    0.000    0.000    0.000    0.000 _formlayout.py:162(FontLayout)
        1    0.000    0.000    0.000    0.000 _formlayout.py:210(FormWidget)
        1    0.000    0.000    0.000    0.000 _formlayout.py:359(FormComboWidget)
        1    0.000    0.000    0.000    0.000 _formlayout.py:389(FormTabWidget)
        1    0.000    0.000    0.000    0.000 _formlayout.py:418(FormDialog)
        1    0.000    0.000    0.000    0.000 _formlayout.py:58(ColorButton)
        1    0.000    0.000    0.004    0.004 _g_l_y_f.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _g_l_y_f.py:1238(GlyphComponent)
        1    0.000    0.000    0.000    0.000 _g_l_y_f.py:1406(GlyphCoordinates)
        1    0.000    0.000    0.000    0.000 _g_l_y_f.py:50(table__g_l_y_f)
        1    0.000    0.000    0.000    0.000 _g_l_y_f.py:554(Glyph)
        1    0.000    0.000    0.000    0.000 _g_v_a_r.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _g_v_a_r.py:40(table__g_v_a_r)
        1    0.000    0.000    0.000    0.000 _h_d_m_x.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _h_d_m_x.py:14(_GlyphnamedList)
        1    0.000    0.000    0.000    0.000 _h_d_m_x.py:32(table__h_d_m_x)
        1    0.000    0.000    0.000    0.000 _h_e_a_d.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _h_e_a_d.py:34(table__h_e_a_d)
        1    0.000    0.000    0.000    0.000 _h_m_t_x.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _h_m_t_x.py:14(table__h_m_t_x)
    10016    0.003    0.000    0.003    0.000 _jit_internal.py:958(is_scripting)
        1    0.000    0.000    0.000    0.000 _k_e_r_n.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _k_e_r_n.py:109(KernTable_format_0)
        1    0.000    0.000    0.000    0.000 _k_e_r_n.py:16(table__k_e_r_n)
        1    0.000    0.000    0.000    0.000 _k_e_r_n.py:260(KernTable_format_unkown)
        1    0.000    0.000    0.000    0.000 _l_c_a_r.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _l_c_a_r.py:4(table__l_c_a_r)
        1    0.000    0.000    0.000    0.000 _m_a_x_p.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _m_a_x_p.py:29(table__m_a_x_p)
       16    0.000    0.000    0.000    0.000 _mathtext.py:1050(_get_font_constant_set)
      272    0.000    0.000    0.000    0.000 _mathtext.py:1065(__init__)
      144    0.000    0.000    0.000    0.000 _mathtext.py:1071(get_kerning)
      112    0.000    0.000    0.000    0.000 _mathtext.py:1074(shrink)
      144    0.000    0.000    0.000    0.000 _mathtext.py:1095(__init__)
       32    0.000    0.000    0.000    0.000 _mathtext.py:1101(shrink)
       80    0.000    0.000    0.007    0.000 _mathtext.py:112(get_metrics)
       64    0.000    0.000    0.006    0.000 _mathtext.py:1145(__init__)
       64    0.000    0.000    0.006    0.000 _mathtext.py:1161(_update_metrics)
       16    0.000    0.000    0.000    0.000 _mathtext.py:1172(is_slanted)
       64    0.000    0.000    0.000    0.000 _mathtext.py:1175(get_kerning)
       96    0.000    0.000    0.004    0.000 _mathtext.py:1191(render)
       32    0.000    0.000    0.000    0.000 _mathtext.py:1199(shrink)
      144    0.000    0.000    0.001    0.000 _mathtext.py:1248(__init__)
    32/16    0.000    0.000    0.000    0.000 _mathtext.py:1290(shrink)
      144    0.000    0.000    0.004    0.000 _mathtext.py:1309(__init__)
      144    0.001    0.000    0.001    0.000 _mathtext.py:1315(kern)
      144    0.002    0.000    0.002    0.000 _mathtext.py:1354(hpack)
       16    0.000    0.000    0.000    0.000 _mathtext.py:153(set_canvas_size)
       64    0.000    0.000    0.000    0.000 _mathtext.py:1615(__init__)
       96    0.000    0.000    0.003    0.000 _mathtext.py:162(render_glyph)
       48    0.000    0.000    0.000    0.000 _mathtext.py:1622(shrink)
       24    0.000    0.000    0.005    0.000 _mathtext.py:1725(__call__)
   168/24    0.001    0.000    0.005    0.000 _mathtext.py:1742(hlist_out)
       12    0.000    0.000    0.000    0.000 _mathtext.py:1872(Error)
       16    0.000    0.000    0.000    0.000 _mathtext.py:191(get_used_characters)
        1    0.001    0.001    0.201    0.201 _mathtext.py:1967(__init__)
       16    0.000    0.000    0.005    0.000 _mathtext.py:199(get_results)
        1    0.000    0.000    0.000    0.000 _mathtext.py:2081(<listcomp>)
       16    0.000    0.000    0.283    0.018 _mathtext.py:2226(parse)
       80    0.000    0.000    0.000    0.000 _mathtext.py:2259(__init__)
       64    0.000    0.000    0.000    0.000 _mathtext.py:2266(copy)
      176    0.000    0.000    0.000    0.000 _mathtext.py:2274(font)
       48    0.000    0.000    0.000    0.000 _mathtext.py:2278(font)
       64    0.000    0.000    0.003    0.000 _mathtext.py:228(__init__)
      192    0.000    0.000    0.000    0.000 _mathtext.py:2284(get_state)
       48    0.000    0.000    0.000    0.000 _mathtext.py:2288(pop_state)
       64    0.000    0.000    0.000    0.000 _mathtext.py:2292(push_state)
       16    0.000    0.000    0.001    0.000 _mathtext.py:2296(main)
       16    0.000    0.000    0.273    0.017 _mathtext.py:2299(math_string)
       16    0.000    0.000    0.001    0.000 _mathtext.py:2302(math)
       32    0.000    0.000    0.001    0.000 _mathtext.py:2307(non_math)
       32    0.000    0.000    0.000    0.000 _mathtext.py:2309(<listcomp>)
       64    0.000    0.000    0.007    0.000 _mathtext.py:2353(symbol)
       32    0.000    0.000    0.000    0.000 _mathtext.py:2364(<genexpr>)
      252    0.000    0.000    0.001    0.000 _mathtext.py:243(_get_font)
       32    0.000    0.000    0.000    0.000 _mathtext.py:2526(start_group)
       32    0.000    0.000    0.002    0.000 _mathtext.py:2533(group)
       32    0.000    0.000    0.000    0.000 _mathtext.py:2538(end_group)
       16    0.000    0.000    0.000    0.000 _mathtext.py:2547(is_overunder)
       48    0.000    0.000    0.000    0.000 _mathtext.py:2554(is_dropsub)
       16    0.000    0.000    0.000    0.000 _mathtext.py:2559(is_slanted)
      110    0.000    0.000    0.000    0.000 _mathtext.py:256(_get_offset)
